draw_date,n1,n2,n3,n4,n5,s1,s2,source_year,era,era_code,main_pool,star_pool,era_weight,main_numbers,star_numbers,zone_signature,star_zone_signature,sum,odd_count,even_count,low_count,high_count,ball_machine,ball_set,draw_order_1,draw_order_2,draw_order_3,draw_order_4,draw_order_5,star_order_1,star_order_2,source_url,metadata_status,fetched_at
2024-08-06,1,18,27,41,50,2,12,2024,Era 3: 2016-current,era_3,50,12,1.0,"[1, 18, 27, 41, 50]","[2, 12]",1-1-1-0-2,1-0-1,137,3,2,2,3,13,20,41,27,50,1,18,2,12,https://www.euro-millions.com/results/06-08-2024,ok,2026-06-04T17:52:08.084032+00:00
2024-08-09,21,23,25,33,44,4,10,2024,Era 3: 2016-current,era_3,50,12,1.0,"[21, 23, 25, 33, 44]","[4, 10]",0-0-3-1-1,1-0-1,146,4,1,3,2,13,20,33,23,25,44,21,4,10,https://www.euro-millions.com/results/09-08-2024,ok,2026-06-04T17:52:08.843740+00:00
2024-08-13,15,16,39,40,47,1,6,2024,Era 3: 2016-current,era_3,50,12,1.0,"[15, 16, 39, 40, 47]","[1, 6]",0-2-0-2-1,1-1-0,157,3,2,2,3,13,20,15,16,40,47,39,1,6,https://www.euro-millions.com/results/13-08-2024,ok,2026-06-04T17:52:09.654959+00:00
2024-08-16,15,17,29,45,49,1,10,2024,Era 3: 2016-current,era_3,50,12,1.0,"[15, 17, 29, 45, 49]","[1, 10]",0-2-1-0-2,1-0-1,155,5,0,2,3,13,20,49,45,15,29,17,10,1,https://www.euro-millions.com/results/16-08-2024,ok,2026-06-04T17:52:10.427976+00:00
2024-08-20,7,10,13,18,26,3,12,2024,Era 3: 2016-current,era_3,50,12,1.0,"[7, 10, 13, 18, 26]","[3, 12]",2-2-1-0-0,1-0-1,74,2,3,4,1,13,20,10,18,13,26,7,12,3,https://www.euro-millions.com/results/20-08-2024,ok,2026-06-04T17:52:11.182806+00:00
2024-08-23,9,15,24,47,50,8,9,2024,Era 3: 2016-current,era_3,50,12,1.0,"[9, 15, 24, 47, 50]","[8, 9]",1-1-1-0-2,0-1-1,145,3,2,3,2,13,20,50,47,24,9,15,8,9,https://www.euro-millions.com/results/23-08-2024,ok,2026-06-04T17:52:11.929546+00:00
2024-08-27,1,8,11,42,47,4,11,2024,Era 3: 2016-current,era_3,50,12,1.0,"[1, 8, 11, 42, 47]","[4, 11]",2-1-0-0-2,1-0-1,109,3,2,3,2,13,20,1,47,42,8,11,11,4,https://www.euro-millions.com/results/27-08-2024,ok,2026-06-04T17:52:12.664600+00:00
2024-08-30,3,24,27,33,42,4,6,2024,Era 3: 2016-current,era_3,50,12,1.0,"[3, 24, 27, 33, 42]","[4, 6]",1-0-2-1-1,1-1-0,129,3,2,2,3,13,20,3,24,42,33,27,6,4,https://www.euro-millions.com/results/30-08-2024,ok,2026-06-04T17:52:13.432182+00:00
2024-09-03,7,9,11,16,45,2,5,2024,Era 3: 2016-current,era_3,50,12,1.0,"[7, 9, 11, 16, 45]","[2, 5]",2-2-0-0-1,1-1-0,88,4,1,4,1,15,21,7,9,11,45,16,5,2,https://www.euro-millions.com/results/03-09-2024,ok,2026-06-04T17:52:14.331792+00:00
2024-09-06,12,14,34,41,47,3,4,2024,Era 3: 2016-current,era_3,50,12,1.0,"[12, 14, 34, 41, 47]","[3, 4]",0-2-0-1-2,2-0-0,148,2,3,2,3,15,21,34,47,14,12,41,3,4,https://www.euro-millions.com/results/06-09-2024,ok,2026-06-04T17:52:15.082974+00:00
2024-09-10,6,29,46,47,48,2,9,2024,Era 3: 2016-current,era_3,50,12,1.0,"[6, 29, 46, 47, 48]","[2, 9]",1-0-1-0-3,1-0-1,176,2,3,1,4,15,21,48,46,6,29,47,9,2,https://www.euro-millions.com/results/10-09-2024,ok,2026-06-04T17:52:15.984875+00:00
2024-09-13,10,15,17,31,42,4,12,2024,Era 3: 2016-current,era_3,50,12,1.0,"[10, 15, 17, 31, 42]","[4, 12]",1-2-0-1-1,1-0-1,115,3,2,3,2,15,21,31,42,10,15,17,4,12,https://www.euro-millions.com/results/13-09-2024,ok,2026-06-04T17:52:16.724343+00:00
2024-09-17,20,30,32,41,44,1,10,2024,Era 3: 2016-current,era_3,50,12,1.0,"[20, 30, 32, 41, 44]","[1, 10]",0-1-1-1-2,1-0-1,167,1,4,1,4,15,21,30,32,20,41,44,10,1,https://www.euro-millions.com/results/17-09-2024,ok,2026-06-04T17:52:17.470785+00:00
2024-09-20,16,25,29,34,37,3,7,2024,Era 3: 2016-current,era_3,50,12,1.0,"[16, 25, 29, 34, 37]","[3, 7]",0-1-2-2-0,1-1-0,141,3,2,2,3,15,21,16,37,34,25,29,3,7,https://www.euro-millions.com/results/20-09-2024,ok,2026-06-04T17:52:18.271937+00:00
2024-09-24,18,20,21,36,49,3,5,2024,Era 3: 2016-current,era_3,50,12,1.0,"[18, 20, 21, 36, 49]","[3, 5]",0-2-1-1-1,1-1-0,144,2,3,3,2,15,21,20,21,49,36,18,5,3,https://www.euro-millions.com/results/24-09-2024,ok,2026-06-04T17:52:19.014592+00:00
2024-09-27,7,20,21,27,38,5,12,2024,Era 3: 2016-current,era_3,50,12,1.0,"[7, 20, 21, 27, 38]","[5, 12]",1-1-2-1-0,0-1-1,113,3,2,3,2,15,21,7,21,38,20,27,12,5,https://www.euro-millions.com/results/27-09-2024,ok,2026-06-04T17:52:19.786252+00:00
2024-10-01,8,22,29,41,42,9,11,2024,Era 3: 2016-current,era_3,50,12,1.0,"[8, 22, 29, 41, 42]","[9, 11]",1-0-2-0-2,0-0-2,142,2,3,2,3,14,19,22,41,8,42,29,9,11,https://www.euro-millions.com/results/01-10-2024,ok,2026-06-04T17:52:20.557637+00:00
2024-10-04,4,8,16,17,20,1,6,2024,Era 3: 2016-current,era_3,50,12,1.0,"[4, 8, 16, 17, 20]","[1, 6]",2-3-0-0-0,1-1-0,65,1,4,5,0,14,19,4,17,8,16,20,6,1,https://www.euro-millions.com/results/04-10-2024,ok,2026-06-04T17:52:21.326349+00:00
2024-10-08,7,14,19,34,40,6,8,2024,Era 3: 2016-current,era_3,50,12,1.0,"[7, 14, 19, 34, 40]","[6, 8]",1-2-0-2-0,0-2-0,114,2,3,3,2,14,19,7,19,34,14,40,8,6,https://www.euro-millions.com/results/08-10-2024,ok,2026-06-04T17:52:22.041469+00:00
2024-10-11,16,23,32,46,49,4,5,2024,Era 3: 2016-current,era_3,50,12,1.0,"[16, 23, 32, 46, 49]","[4, 5]",0-1-1-1-2,1-1-0,166,2,3,2,3,14,19,23,46,32,16,49,5,4,https://www.euro-millions.com/results/11-10-2024,ok,2026-06-04T17:52:22.789198+00:00
2024-10-15,2,15,32,36,48,3,9,2024,Era 3: 2016-current,era_3,50,12,1.0,"[2, 15, 32, 36, 48]","[3, 9]",1-1-0-2-1,1-0-1,133,1,4,2,3,14,19,15,48,2,36,32,3,9,https://www.euro-millions.com/results/15-10-2024,ok,2026-06-04T17:52:23.518674+00:00
2024-10-18,4,15,23,30,39,1,12,2024,Era 3: 2016-current,era_3,50,12,1.0,"[4, 15, 23, 30, 39]","[1, 12]",1-1-2-1-0,1-0-1,111,3,2,3,2,14,19,23,39,4,15,30,12,1,https://www.euro-millions.com/results/18-10-2024,ok,2026-06-04T17:52:24.247392+00:00
2024-10-22,3,13,27,30,46,1,2,2024,Era 3: 2016-current,era_3,50,12,1.0,"[3, 13, 27, 30, 46]","[1, 2]",1-1-2-0-1,2-0-0,119,3,2,2,3,14,19,13,46,3,27,30,1,2,https://www.euro-millions.com/results/22-10-2024,ok,2026-06-04T17:52:24.988014+00:00
2024-10-25,4,17,20,25,45,8,9,2024,Era 3: 2016-current,era_3,50,12,1.0,"[4, 17, 20, 25, 45]","[8, 9]",1-2-1-0-1,0-1-1,111,3,2,4,1,14,19,4,20,45,25,17,9,8,https://www.euro-millions.com/results/25-10-2024,ok,2026-06-04T17:52:25.727660+00:00
2024-10-29,1,2,19,30,45,10,12,2024,Era 3: 2016-current,era_3,50,12,1.0,"[1, 2, 19, 30, 45]","[10, 12]",2-1-1-0-1,0-0-2,97,3,2,3,2,14,19,45,30,19,1,2,12,10,https://www.euro-millions.com/results/29-10-2024,ok,2026-06-04T17:52:26.463660+00:00
2024-11-01,7,33,38,44,50,2,7,2024,Era 3: 2016-current,era_3,50,12,1.0,"[7, 33, 38, 44, 50]","[2, 7]",1-0-0-2-2,1-1-0,172,2,3,1,4,13,20,44,7,50,33,38,2,7,https://www.euro-millions.com/results/01-11-2024,ok,2026-06-04T17:52:27.199802+00:00
2024-11-05,1,8,19,37,50,6,9,2024,Era 3: 2016-current,era_3,50,12,1.0,"[1, 8, 19, 37, 50]","[6, 9]",2-1-0-1-1,0-1-1,115,3,2,3,2,13,20,50,8,37,1,19,9,6,https://www.euro-millions.com/results/05-11-2024,ok,2026-06-04T17:52:27.913698+00:00
2024-11-08,2,33,35,42,48,1,3,2024,Era 3: 2016-current,era_3,50,12,1.0,"[2, 33, 35, 42, 48]","[1, 3]",1-0-0-2-2,2-0-0,160,2,3,1,4,13,20,48,2,35,33,42,1,3,https://www.euro-millions.com/results/08-11-2024,ok,2026-06-04T17:52:28.653879+00:00
2024-11-12,10,11,12,22,50,1,10,2024,Era 3: 2016-current,era_3,50,12,1.0,"[10, 11, 12, 22, 50]","[1, 10]",1-2-1-0-1,1-0-1,105,1,4,4,1,13,20,11,12,50,10,22,10,1,https://www.euro-millions.com/results/12-11-2024,ok,2026-06-04T17:52:29.360103+00:00
2024-11-15,7,8,34,39,44,2,6,2024,Era 3: 2016-current,era_3,50,12,1.0,"[7, 8, 34, 39, 44]","[2, 6]",2-0-0-2-1,1-1-0,132,2,3,2,3,13,20,7,39,8,44,34,2,6,https://www.euro-millions.com/results/15-11-2024,ok,2026-06-04T17:52:30.077274+00:00
2024-11-19,4,13,20,28,49,7,12,2024,Era 3: 2016-current,era_3,50,12,1.0,"[4, 13, 20, 28, 49]","[7, 12]",1-2-1-0-1,0-1-1,114,2,3,3,2,13,20,28,20,49,13,4,7,12,https://www.euro-millions.com/results/19-11-2024,ok,2026-06-04T17:52:30.810107+00:00
2024-11-22,10,11,12,29,31,8,11,2024,Era 3: 2016-current,era_3,50,12,1.0,"[10, 11, 12, 29, 31]","[8, 11]",1-2-1-1-0,0-1-1,93,3,2,3,2,13,20,12,10,29,11,31,11,8,https://www.euro-millions.com/results/22-11-2024,ok,2026-06-04T17:52:31.518947+00:00
2024-11-26,7,11,25,31,40,9,12,2024,Era 3: 2016-current,era_3,50,12,1.0,"[7, 11, 25, 31, 40]","[9, 12]",1-1-1-2-0,0-0-2,114,4,1,3,2,13,20,40,25,31,11,7,12,9,https://www.euro-millions.com/results/26-11-2024,ok,2026-06-04T17:52:32.411204+00:00
2024-11-29,8,17,18,29,43,5,9,2024,Era 3: 2016-current,era_3,50,12,1.0,"[8, 17, 18, 29, 43]","[5, 9]",1-2-1-0-1,0-1-1,115,3,2,3,2,13,20,8,18,43,17,29,5,9,https://www.euro-millions.com/results/29-11-2024,ok,2026-06-04T17:52:33.278111+00:00
2024-12-03,23,25,34,46,47,6,8,2024,Era 3: 2016-current,era_3,50,12,1.0,"[23, 25, 34, 46, 47]","[6, 8]",0-0-2-1-2,0-2-0,175,3,2,2,3,15,21,46,23,34,25,47,6,8,https://www.euro-millions.com/results/03-12-2024,ok,2026-06-04T17:52:34.005724+00:00
2024-12-06,14,25,39,44,47,6,10,2024,Era 3: 2016-current,era_3,50,12,1.0,"[14, 25, 39, 44, 47]","[6, 10]",0-1-1-1-2,0-1-1,169,3,2,2,3,15,21,25,39,47,14,44,6,10,https://www.euro-millions.com/results/06-12-2024,ok,2026-06-04T17:52:34.734108+00:00
2024-12-10,5,24,25,29,47,5,9,2024,Era 3: 2016-current,era_3,50,12,1.0,"[5, 24, 25, 29, 47]","[5, 9]",1-0-3-0-1,0-1-1,130,4,1,3,2,15,21,29,25,5,47,24,9,5,https://www.euro-millions.com/results/10-12-2024,ok,2026-06-04T17:52:35.475355+00:00
2024-12-13,1,15,25,42,50,4,10,2024,Era 3: 2016-current,era_3,50,12,1.0,"[1, 15, 25, 42, 50]","[4, 10]",1-1-1-0-2,1-0-1,133,3,2,3,2,15,21,25,1,42,15,50,10,4,https://www.euro-millions.com/results/13-12-2024,ok,2026-06-04T17:52:36.200819+00:00
2024-12-17,1,3,4,21,29,2,7,2024,Era 3: 2016-current,era_3,50,12,1.0,"[1, 3, 4, 21, 29]","[2, 7]",3-0-2-0-0,1-1-0,58,4,1,4,1,15,21,1,21,4,29,3,7,2,https://www.euro-millions.com/results/17-12-2024,ok,2026-06-04T17:52:36.931873+00:00
2024-12-20,10,14,21,33,50,6,9,2024,Era 3: 2016-current,era_3,50,12,1.0,"[10, 14, 21, 33, 50]","[6, 9]",1-1-1-1-1,0-1-1,128,2,3,3,2,15,21,14,10,50,33,21,6,9,https://www.euro-millions.com/results/20-12-2024,ok,2026-06-04T17:52:37.780501+00:00
2024-12-24,6,10,16,23,24,11,12,2024,Era 3: 2016-current,era_3,50,12,1.0,"[6, 10, 16, 23, 24]","[11, 12]",2-1-2-0-0,0-0-2,79,1,4,5,0,15,21,6,24,16,23,10,12,11,https://www.euro-millions.com/results/24-12-2024,ok,2026-06-04T17:52:38.540960+00:00
2024-12-27,12,22,27,33,45,4,8,2024,Era 3: 2016-current,era_3,50,12,1.0,"[12, 22, 27, 33, 45]","[4, 8]",0-1-2-1-1,1-1-0,139,3,2,2,3,15,21,45,33,12,27,22,4,8,https://www.euro-millions.com/results/27-12-2024,ok,2026-06-04T17:52:39.415046+00:00
2024-12-31,19,24,26,28,33,8,12,2024,Era 3: 2016-current,era_3,50,12,1.0,"[19, 24, 26, 28, 33]","[8, 12]",0-1-3-1-0,0-1-1,130,2,3,2,3,15,21,33,24,19,26,28,12,8,https://www.euro-millions.com/results/31-12-2024,ok,2026-06-04T17:52:40.207610+00:00
2025-01-03,3,19,29,35,37,1,9,2025,Era 3: 2016-current,era_3,50,12,1.0,"[3, 19, 29, 35, 37]","[1, 9]",1-1-1-2-0,1-0-1,123,5,0,2,3,14,20,19,35,37,3,29,1,9,https://www.euro-millions.com/results/03-01-2025,ok,2026-06-04T17:52:40.950086+00:00
2025-01-07,20,33,35,41,47,4,12,2025,Era 3: 2016-current,era_3,50,12,1.0,"[20, 33, 35, 41, 47]","[4, 12]",0-1-0-2-2,1-0-1,176,4,1,1,4,14,20,41,20,35,33,47,4,12,https://www.euro-millions.com/results/07-01-2025,ok,2026-06-04T17:52:41.675360+00:00
2025-01-10,12,27,36,37,42,6,7,2025,Era 3: 2016-current,era_3,50,12,1.0,"[12, 27, 36, 37, 42]","[6, 7]",0-1-1-2-1,0-2-0,154,2,3,1,4,14,20,36,37,27,42,12,7,6,https://www.euro-millions.com/results/10-01-2025,ok,2026-06-04T17:52:42.417980+00:00
2025-01-14,18,20,29,41,48,5,9,2025,Era 3: 2016-current,era_3,50,12,1.0,"[18, 20, 29, 41, 48]","[5, 9]",0-2-1-0-2,0-1-1,156,2,3,2,3,14,20,41,48,29,20,18,5,9,https://www.euro-millions.com/results/14-01-2025,ok,2026-06-04T17:52:43.175724+00:00
2025-01-17,8,15,24,35,42,6,8,2025,Era 3: 2016-current,era_3,50,12,1.0,"[8, 15, 24, 35, 42]","[6, 8]",1-1-1-1-1,0-2-0,124,2,3,3,2,14,20,24,42,15,35,8,8,6,https://www.euro-millions.com/results/17-01-2025,ok,2026-06-04T17:52:44.014852+00:00
2025-01-21,6,8,14,27,41,4,5,2025,Era 3: 2016-current,era_3,50,12,1.0,"[6, 8, 14, 27, 41]","[4, 5]",2-1-1-0-1,1-1-0,96,2,3,3,2,14,20,8,6,14,27,41,5,4,https://www.euro-millions.com/results/21-01-2025,ok,2026-06-04T17:52:44.907805+00:00
2025-01-24,2,11,19,30,49,3,8,2025,Era 3: 2016-current,era_3,50,12,1.0,"[2, 11, 19, 30, 49]","[3, 8]",1-2-1-0-1,1-1-0,111,3,2,3,2,14,20,30,2,19,49,11,3,8,https://www.euro-millions.com/results/24-01-2025,ok,2026-06-04T17:52:45.628110+00:00
2025-01-28,9,37,41,42,49,1,9,2025,Era 3: 2016-current,era_3,50,12,1.0,"[9, 37, 41, 42, 49]","[1, 9]",1-0-0-1-3,1-0-1,178,4,1,1,4,14,20,42,41,37,49,9,9,1,https://www.euro-millions.com/results/28-01-2025,ok,2026-06-04T17:52:46.351585+00:00
2025-01-31,22,30,41,44,49,2,7,2025,Era 3: 2016-current,era_3,50,12,1.0,"[22, 30, 41, 44, 49]","[2, 7]",0-0-2-0-3,1-1-0,186,2,3,1,4,14,20,30,41,49,44,22,7,2,https://www.euro-millions.com/results/31-01-2025,ok,2026-06-04T17:52:47.073185+00:00
2025-02-04,3,4,29,39,43,5,10,2025,Era 3: 2016-current,era_3,50,12,1.0,"[3, 4, 29, 39, 43]","[5, 10]",2-0-1-1-1,0-1-1,118,4,1,2,3,13,21,29,43,3,39,4,5,10,https://www.euro-millions.com/results/04-02-2025,ok,2026-06-04T17:52:47.796576+00:00
2025-02-07,10,23,24,29,45,8,10,2025,Era 3: 2016-current,era_3,50,12,1.0,"[10, 23, 24, 29, 45]","[8, 10]",1-0-3-0-1,0-1-1,131,3,2,3,2,13,21,10,24,45,29,23,8,10,https://www.euro-millions.com/results/07-02-2025,ok,2026-06-04T17:52:48.536313+00:00
2025-02-11,3,21,36,41,46,1,6,2025,Era 3: 2016-current,era_3,50,12,1.0,"[3, 21, 36, 41, 46]","[1, 6]",1-0-1-1-2,1-1-0,147,3,2,2,3,13,21,21,3,46,36,41,6,1,https://www.euro-millions.com/results/11-02-2025,ok,2026-06-04T17:52:49.333352+00:00
2025-02-14,4,14,31,36,38,3,10,2025,Era 3: 2016-current,era_3,50,12,1.0,"[4, 14, 31, 36, 38]","[3, 10]",1-1-0-3-0,1-0-1,123,1,4,2,3,13,21,38,14,36,31,4,10,3,https://www.euro-millions.com/results/14-02-2025,ok,2026-06-04T17:52:50.210584+00:00
2025-02-18,5,14,25,26,40,5,7,2025,Era 3: 2016-current,era_3,50,12,1.0,"[5, 14, 25, 26, 40]","[5, 7]",1-1-2-1-0,0-2-0,110,2,3,3,2,13,21,26,40,5,25,14,5,7,https://www.euro-millions.com/results/18-02-2025,ok,2026-06-04T17:52:51.028521+00:00
2025-02-21,1,3,11,20,43,2,11,2025,Era 3: 2016-current,era_3,50,12,1.0,"[1, 3, 11, 20, 43]","[2, 11]",2-2-0-0-1,1-0-1,78,4,1,4,1,13,21,1,43,3,20,11,11,2,https://www.euro-millions.com/results/21-02-2025,ok,2026-06-04T17:52:51.827803+00:00
2025-02-25,17,22,23,24,44,6,11,2025,Era 3: 2016-current,era_3,50,12,1.0,"[17, 22, 23, 24, 44]","[6, 11]",0-1-3-0-1,0-1-1,130,2,3,4,1,13,21,23,24,44,17,22,11,6,https://www.euro-millions.com/results/25-02-2025,ok,2026-06-04T17:52:52.615989+00:00
2025-02-28,7,16,31,43,46,5,9,2025,Era 3: 2016-current,era_3,50,12,1.0,"[7, 16, 31, 43, 46]","[5, 9]",1-1-0-1-2,0-1-1,143,3,2,2,3,13,21,43,31,46,16,7,9,5,https://www.euro-millions.com/results/28-02-2025,ok,2026-06-04T17:52:53.353697+00:00
2025-03-04,15,20,29,35,42,2,9,2025,Era 3: 2016-current,era_3,50,12,1.0,"[15, 20, 29, 35, 42]","[2, 9]",0-2-1-1-1,1-0-1,141,3,2,2,3,15,19,29,42,15,20,35,9,2,https://www.euro-millions.com/results/04-03-2025,ok,2026-06-04T17:52:54.083091+00:00
2025-03-07,6,10,27,32,48,3,8,2025,Era 3: 2016-current,era_3,50,12,1.0,"[6, 10, 27, 32, 48]","[3, 8]",2-0-1-1-1,1-1-0,123,1,4,2,3,15,19,32,6,48,27,10,8,3,https://www.euro-millions.com/results/07-03-2025,ok,2026-06-04T17:52:54.831964+00:00
2025-03-11,13,36,37,42,47,7,11,2025,Era 3: 2016-current,era_3,50,12,1.0,"[13, 36, 37, 42, 47]","[7, 11]",0-1-0-2-2,0-1-1,175,3,2,1,4,15,19,36,37,42,47,13,11,7,https://www.euro-millions.com/results/11-03-2025,ok,2026-06-04T17:52:55.719872+00:00
2025-03-14,8,10,33,35,49,2,9,2025,Era 3: 2016-current,era_3,50,12,1.0,"[8, 10, 33, 35, 49]","[2, 9]",2-0-0-2-1,1-0-1,135,3,2,2,3,15,19,8,33,49,35,10,2,9,https://www.euro-millions.com/results/14-03-2025,ok,2026-06-04T17:52:56.511489+00:00
2025-03-18,4,9,35,46,50,8,11,2025,Era 3: 2016-current,era_3,50,12,1.0,"[4, 9, 35, 46, 50]","[8, 11]",2-0-0-1-2,0-1-1,144,2,3,2,3,15,21,46,9,35,4,50,8,11,https://www.euro-millions.com/results/18-03-2025,ok,2026-06-04T17:52:57.369240+00:00
2025-03-21,9,17,18,21,50,5,12,2025,Era 3: 2016-current,era_3,50,12,1.0,"[9, 17, 18, 21, 50]","[5, 12]",1-2-1-0-1,0-1-1,115,3,2,4,1,15,21,9,17,18,21,50,12,5,https://www.euro-millions.com/results/21-03-2025,ok,2026-06-04T17:52:58.095008+00:00
2025-03-25,1,3,18,33,36,2,6,2025,Era 3: 2016-current,era_3,50,12,1.0,"[1, 3, 18, 33, 36]","[2, 6]",2-1-0-2-0,1-1-0,91,3,2,3,2,15,21,36,3,18,33,1,6,2,https://www.euro-millions.com/results/25-03-2025,ok,2026-06-04T17:52:58.822087+00:00
2025-03-28,10,21,30,42,45,1,9,2025,Era 3: 2016-current,era_3,50,12,1.0,"[10, 21, 30, 42, 45]","[1, 9]",1-0-2-0-2,1-0-1,148,2,3,2,3,15,21,10,21,30,45,42,1,9,https://www.euro-millions.com/results/28-03-2025,ok,2026-06-04T17:52:59.534875+00:00
2025-04-01,9,24,30,46,49,4,12,2025,Era 3: 2016-current,era_3,50,12,1.0,"[9, 24, 30, 46, 49]","[4, 12]",1-0-2-0-2,1-0-1,158,2,3,2,3,14,20,30,49,46,9,24,4,12,https://www.euro-millions.com/results/01-04-2025,ok,2026-06-04T17:53:00.279505+00:00
2025-04-04,27,39,41,45,50,5,7,2025,Era 3: 2016-current,era_3,50,12,1.0,"[27, 39, 41, 45, 50]","[5, 7]",0-0-1-1-3,0-2-0,202,4,1,0,5,14,20,50,27,39,45,41,7,5,https://www.euro-millions.com/results/04-04-2025,ok,2026-06-04T17:53:00.986924+00:00
2025-04-08,3,14,15,48,49,1,7,2025,Era 3: 2016-current,era_3,50,12,1.0,"[3, 14, 15, 48, 49]","[1, 7]",1-2-0-0-2,1-1-0,129,3,2,3,2,14,20,15,3,48,14,49,1,7,https://www.euro-millions.com/results/08-04-2025,ok,2026-06-04T17:53:01.851152+00:00
2025-04-11,14,28,34,46,49,3,8,2025,Era 3: 2016-current,era_3,50,12,1.0,"[14, 28, 34, 46, 49]","[3, 8]",0-1-1-1-2,1-1-0,171,1,4,1,4,14,20,14,34,46,49,28,3,8,https://www.euro-millions.com/results/11-04-2025,ok,2026-06-04T17:53:02.614722+00:00
2025-04-15,3,31,33,38,44,6,12,2025,Era 3: 2016-current,era_3,50,12,1.0,"[3, 31, 33, 38, 44]","[6, 12]",1-0-0-3-1,0-1-1,149,3,2,1,4,14,20,3,31,38,44,33,12,6,https://www.euro-millions.com/results/15-04-2025,ok,2026-06-04T17:53:03.338020+00:00
2025-04-18,20,27,35,39,48,3,8,2025,Era 3: 2016-current,era_3,50,12,1.0,"[20, 27, 35, 39, 48]","[3, 8]",0-1-1-2-1,1-1-0,169,3,2,1,4,14,20,20,48,39,35,27,3,8,https://www.euro-millions.com/results/18-04-2025,ok,2026-06-04T17:53:04.102325+00:00
2025-04-22,7,28,33,37,47,9,12,2025,Era 3: 2016-current,era_3,50,12,1.0,"[7, 28, 33, 37, 47]","[9, 12]",1-0-1-2-1,0-0-2,152,4,1,1,4,14,20,37,47,33,7,28,9,12,https://www.euro-millions.com/results/22-04-2025,ok,2026-06-04T17:53:04.848476+00:00
2025-04-25,13,22,32,39,41,1,12,2025,Era 3: 2016-current,era_3,50,12,1.0,"[13, 22, 32, 39, 41]","[1, 12]",0-1-1-2-1,1-0-1,147,3,2,2,3,14,20,13,32,39,41,22,1,12,https://www.euro-millions.com/results/25-04-2025,ok,2026-06-04T17:53:05.595904+00:00
2025-04-29,2,9,24,30,41,1,11,2025,Era 3: 2016-current,era_3,50,12,1.0,"[2, 9, 24, 30, 41]","[1, 11]",2-0-2-0-1,1-0-1,106,2,3,3,2,14,20,24,30,41,2,9,11,1,https://www.euro-millions.com/results/29-04-2025,ok,2026-06-04T17:53:06.406822+00:00
2025-05-02,3,5,19,21,49,1,10,2025,Era 3: 2016-current,era_3,50,12,1.0,"[3, 5, 19, 21, 49]","[1, 10]",2-1-1-0-1,1-0-1,97,5,0,4,1,13,21,21,49,5,3,19,1,10,https://www.lottery.co.uk/euromillions/results-02-05-2025,ok,2026-06-04T17:53:07.196419+00:00
2025-05-06,8,23,24,47,48,4,9,2025,Era 3: 2016-current,era_3,50,12,1.0,"[8, 23, 24, 47, 48]","[4, 9]",1-0-2-0-2,1-0-1,150,2,3,3,2,13,21,23,24,47,48,8,4,9,https://www.euro-millions.com/results/06-05-2025,ok,2026-06-04T17:53:33.818596+00:00
2025-05-09,15,18,25,29,47,5,9,2025,Era 3: 2016-current,era_3,50,12,1.0,"[15, 18, 25, 29, 47]","[5, 9]",0-2-2-0-1,0-1-1,134,4,1,3,2,13,21,15,18,25,47,29,9,5,https://www.euro-millions.com/results/09-05-2025,ok,2026-06-04T17:53:34.553222+00:00
2025-05-13,9,19,44,47,50,2,9,2025,Era 3: 2016-current,era_3,50,12,1.0,"[9, 19, 44, 47, 50]","[2, 9]",1-1-0-0-3,1-0-1,169,3,2,2,3,13,21,19,9,44,47,50,2,9,https://www.euro-millions.com/results/13-05-2025,ok,2026-06-04T17:53:35.282090+00:00
2025-05-16,6,9,25,37,46,6,12,2025,Era 3: 2016-current,era_3,50,12,1.0,"[6, 9, 25, 37, 46]","[6, 12]",2-0-1-1-1,0-1-1,123,3,2,3,2,13,21,25,9,37,46,6,6,12,https://www.euro-millions.com/results/16-05-2025,ok,2026-06-04T17:53:36.024794+00:00
2025-05-20,1,8,13,29,47,5,6,2025,Era 3: 2016-current,era_3,50,12,1.0,"[1, 8, 13, 29, 47]","[5, 6]",2-1-1-0-1,0-2-0,98,4,1,3,2,13,21,47,1,29,8,13,5,6,https://www.euro-millions.com/results/20-05-2025,ok,2026-06-04T17:53:36.846098+00:00
2025-05-23,10,29,43,46,49,7,12,2025,Era 3: 2016-current,era_3,50,12,1.0,"[10, 29, 43, 46, 49]","[7, 12]",1-0-1-0-3,0-1-1,177,3,2,1,4,13,21,49,43,29,46,10,12,7,https://www.euro-millions.com/results/23-05-2025,ok,2026-06-04T17:53:37.666378+00:00
2025-05-27,12,30,38,40,41,4,12,2025,Era 3: 2016-current,era_3,50,12,1.0,"[12, 30, 38, 40, 41]","[4, 12]",0-1-1-2-1,1-0-1,161,1,4,1,4,13,21,30,41,38,12,40,4,12,https://www.euro-millions.com/results/27-05-2025,ok,2026-06-04T17:53:38.531666+00:00
2025-05-30,4,7,14,33,36,1,5,2025,Era 3: 2016-current,era_3,50,12,1.0,"[4, 7, 14, 33, 36]","[1, 5]",2-1-0-2-0,1-1-0,94,2,3,3,2,13,21,36,7,14,4,33,1,5,https://www.euro-millions.com/results/30-05-2025,ok,2026-06-04T17:53:39.312971+00:00
