window,draw_date,strategy,sample_size,best_main_matches,best_star_matches,hit_2_main_or_better,hit_3_main_or_better,hit_2_main_plus_1_star_or_better
Era 3 full,2020-09-01,Pat-alyzer v2 scored,350,2,1,True,False,True
Era 3 full,2020-09-01,Hybrid-zone only,350,2,0,True,False,False
Era 3 full,2020-09-01,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2020-09-01,Pure random,350,2,1,True,False,False
Era 3 full,2020-09-04,Era 3 diversified random,350,2,1,True,False,True
Era 3 full,2020-09-04,Pat-alyzer v2 scored,350,2,1,True,False,False
Era 3 full,2020-09-04,Hybrid-zone only,350,2,2,True,False,False
Era 3 full,2020-09-04,Most-common-zone only,350,2,1,True,False,False
Era 3 full,2020-09-04,Pure random,350,2,1,True,False,True
Era 3 full,2020-09-08,Era 3 diversified random,350,0,1,False,False,False
Era 3 full,2020-09-08,Pat-alyzer v2 scored,350,0,1,False,False,False
Era 3 full,2020-09-08,Hybrid-zone only,350,0,2,False,False,False
Era 3 full,2020-09-08,Most-common-zone only,350,0,1,False,False,False
Era 3 full,2020-09-08,Pure random,350,2,1,True,False,True
Era 3 full,2020-09-11,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2020-09-11,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2020-09-11,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2020-09-11,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2020-09-11,Pure random,350,2,2,True,False,True
Era 3 full,2020-09-15,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2020-09-15,Pat-alyzer v2 scored,350,1,2,False,False,False
Era 3 full,2020-09-15,Hybrid-zone only,350,1,2,False,False,False
Era 3 full,2020-09-15,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2020-09-15,Pure random,350,1,1,False,False,False
Era 3 full,2020-09-18,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2020-09-18,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2020-09-18,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2020-09-18,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2020-09-18,Pure random,350,2,2,True,False,False
Era 3 full,2020-09-22,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2020-09-22,Pat-alyzer v2 scored,350,0,1,False,False,False
Era 3 full,2020-09-22,Hybrid-zone only,350,0,2,False,False,False
Era 3 full,2020-09-22,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2020-09-22,Pure random,350,2,2,True,False,False
Era 3 full,2020-09-25,Era 3 diversified random,350,2,1,True,False,True
Era 3 full,2020-09-25,Pat-alyzer v2 scored,350,1,2,False,False,False
Era 3 full,2020-09-25,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2020-09-25,Most-common-zone only,350,2,1,True,False,False
Era 3 full,2020-09-25,Pure random,350,1,1,False,False,False
Era 3 full,2020-09-29,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2020-09-29,Pat-alyzer v2 scored,350,2,1,True,False,False
Era 3 full,2020-09-29,Hybrid-zone only,350,2,1,True,False,False
Era 3 full,2020-09-29,Most-common-zone only,350,2,1,True,False,False
Era 3 full,2020-09-29,Pure random,350,1,1,False,False,False
Era 3 full,2020-10-02,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2020-10-02,Pat-alyzer v2 scored,350,0,1,False,False,False
Era 3 full,2020-10-02,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2020-10-02,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2020-10-02,Pure random,350,2,1,True,False,True
Era 3 full,2020-10-06,Era 3 diversified random,350,2,1,True,False,True
Era 3 full,2020-10-06,Pat-alyzer v2 scored,350,3,1,True,True,True
Era 3 full,2020-10-06,Hybrid-zone only,350,3,2,True,True,True
Era 3 full,2020-10-06,Most-common-zone only,350,2,1,True,False,True
Era 3 full,2020-10-06,Pure random,350,1,1,False,False,False
Era 3 full,2020-10-09,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2020-10-09,Pat-alyzer v2 scored,350,2,2,True,False,False
Era 3 full,2020-10-09,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2020-10-09,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2020-10-09,Pure random,350,1,1,False,False,False
Era 3 full,2020-10-13,Era 3 diversified random,350,2,2,True,False,False
Era 3 full,2020-10-13,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2020-10-13,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2020-10-13,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2020-10-13,Pure random,350,1,1,False,False,False
Era 3 full,2020-10-16,Era 3 diversified random,350,2,0,True,False,False
Era 3 full,2020-10-16,Pat-alyzer v2 scored,350,2,1,True,False,False
Era 3 full,2020-10-16,Hybrid-zone only,350,1,2,False,False,False
Era 3 full,2020-10-16,Most-common-zone only,350,2,1,True,False,False
Era 3 full,2020-10-16,Pure random,350,2,2,True,False,True
Era 3 full,2020-10-20,Era 3 diversified random,350,1,2,False,False,False
Era 3 full,2020-10-20,Pat-alyzer v2 scored,350,2,1,True,False,True
Era 3 full,2020-10-20,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2020-10-20,Most-common-zone only,350,2,1,True,False,False
Era 3 full,2020-10-20,Pure random,350,1,2,False,False,False
Era 3 full,2020-10-23,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2020-10-23,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2020-10-23,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2020-10-23,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2020-10-23,Pure random,350,0,1,False,False,False
Era 3 full,2020-10-27,Era 3 diversified random,350,2,2,True,False,False
Era 3 full,2020-10-27,Pat-alyzer v2 scored,350,2,1,True,False,True
Era 3 full,2020-10-27,Hybrid-zone only,350,3,2,True,True,True
Era 3 full,2020-10-27,Most-common-zone only,350,3,1,True,True,False
Era 3 full,2020-10-27,Pure random,350,3,1,True,True,False
Era 3 full,2020-10-30,Era 3 diversified random,350,1,2,False,False,False
Era 3 full,2020-10-30,Pat-alyzer v2 scored,350,0,1,False,False,False
Era 3 full,2020-10-30,Hybrid-zone only,350,0,1,False,False,False
Era 3 full,2020-10-30,Most-common-zone only,350,0,1,False,False,False
Era 3 full,2020-10-30,Pure random,350,1,1,False,False,False
Era 3 full,2020-11-03,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2020-11-03,Pat-alyzer v2 scored,350,1,2,False,False,False
Era 3 full,2020-11-03,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2020-11-03,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2020-11-03,Pure random,350,2,2,True,False,True
Era 3 full,2020-11-06,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2020-11-06,Pat-alyzer v2 scored,350,2,2,True,False,True
Era 3 full,2020-11-06,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2020-11-06,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2020-11-06,Pure random,350,1,1,False,False,False
Era 3 full,2020-11-10,Era 3 diversified random,350,2,1,True,False,True
Era 3 full,2020-11-10,Pat-alyzer v2 scored,350,2,2,True,False,True
Era 3 full,2020-11-10,Hybrid-zone only,350,2,1,True,False,False
Era 3 full,2020-11-10,Most-common-zone only,350,2,1,True,False,False
Era 3 full,2020-11-10,Pure random,350,2,2,True,False,False
Era 3 full,2020-11-13,Era 3 diversified random,350,1,2,False,False,False
Era 3 full,2020-11-13,Pat-alyzer v2 scored,350,2,1,True,False,True
Era 3 full,2020-11-13,Hybrid-zone only,350,2,1,True,False,True
Era 3 full,2020-11-13,Most-common-zone only,350,2,2,True,False,True
Era 3 full,2020-11-13,Pure random,350,1,1,False,False,False
Era 3 full,2020-11-17,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2020-11-17,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2020-11-17,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2020-11-17,Most-common-zone only,350,2,1,True,False,False
Era 3 full,2020-11-17,Pure random,350,2,1,True,False,False
Era 3 full,2020-11-20,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2020-11-20,Pat-alyzer v2 scored,350,2,1,True,False,False
Era 3 full,2020-11-20,Hybrid-zone only,350,2,1,True,False,True
Era 3 full,2020-11-20,Most-common-zone only,350,2,1,True,False,False
Era 3 full,2020-11-20,Pure random,350,1,1,False,False,False
Era 3 full,2020-11-24,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2020-11-24,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2020-11-24,Hybrid-zone only,350,1,0,False,False,False
Era 3 full,2020-11-24,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2020-11-24,Pure random,350,1,1,False,False,False
Era 3 full,2020-11-27,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2020-11-27,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2020-11-27,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2020-11-27,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2020-11-27,Pure random,350,1,1,False,False,False
Era 3 full,2020-12-01,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2020-12-01,Pat-alyzer v2 scored,350,0,1,False,False,False
Era 3 full,2020-12-01,Hybrid-zone only,350,1,2,False,False,False
Era 3 full,2020-12-01,Most-common-zone only,350,1,2,False,False,False
Era 3 full,2020-12-01,Pure random,350,1,1,False,False,False
Era 3 full,2020-12-04,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2020-12-04,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2020-12-04,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2020-12-04,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2020-12-04,Pure random,350,2,1,True,False,False
Era 3 full,2020-12-08,Era 3 diversified random,350,2,2,True,False,False
Era 3 full,2020-12-08,Pat-alyzer v2 scored,350,2,0,True,False,False
Era 3 full,2020-12-08,Hybrid-zone only,350,2,1,True,False,True
Era 3 full,2020-12-08,Most-common-zone only,350,2,1,True,False,False
Era 3 full,2020-12-08,Pure random,350,3,1,True,True,False
Era 3 full,2020-12-11,Era 3 diversified random,350,2,2,True,False,True
Era 3 full,2020-12-11,Pat-alyzer v2 scored,350,2,1,True,False,False
Era 3 full,2020-12-11,Hybrid-zone only,350,3,1,True,True,True
Era 3 full,2020-12-11,Most-common-zone only,350,2,1,True,False,False
Era 3 full,2020-12-11,Pure random,350,2,1,True,False,True
Era 3 full,2020-12-15,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2020-12-15,Pat-alyzer v2 scored,350,1,2,False,False,False
Era 3 full,2020-12-15,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2020-12-15,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2020-12-15,Pure random,350,1,1,False,False,False
Era 3 full,2020-12-18,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2020-12-18,Pat-alyzer v2 scored,350,0,1,False,False,False
Era 3 full,2020-12-18,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2020-12-18,Most-common-zone only,350,0,1,False,False,False
Era 3 full,2020-12-18,Pure random,350,2,2,True,False,True
Era 3 full,2020-12-22,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2020-12-22,Pat-alyzer v2 scored,350,1,2,False,False,False
Era 3 full,2020-12-22,Hybrid-zone only,350,2,1,True,False,False
Era 3 full,2020-12-22,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2020-12-22,Pure random,350,1,1,False,False,False
Era 3 full,2020-12-25,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2020-12-25,Pat-alyzer v2 scored,350,1,2,False,False,False
Era 3 full,2020-12-25,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2020-12-25,Most-common-zone only,350,1,2,False,False,False
Era 3 full,2020-12-25,Pure random,350,2,2,True,False,True
Era 3 full,2020-12-29,Era 3 diversified random,350,2,1,True,False,True
Era 3 full,2020-12-29,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2020-12-29,Hybrid-zone only,350,2,2,True,False,False
Era 3 full,2020-12-29,Most-common-zone only,350,2,1,True,False,True
Era 3 full,2020-12-29,Pure random,350,1,1,False,False,False
Era 3 full,2021-01-01,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-01-01,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2021-01-01,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2021-01-01,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2021-01-01,Pure random,350,2,1,True,False,False
Era 3 full,2021-01-05,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-01-05,Pat-alyzer v2 scored,350,2,1,True,False,False
Era 3 full,2021-01-05,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2021-01-05,Most-common-zone only,350,1,2,False,False,False
Era 3 full,2021-01-05,Pure random,350,1,1,False,False,False
Era 3 full,2021-01-08,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-01-08,Pat-alyzer v2 scored,350,3,1,True,True,False
Era 3 full,2021-01-08,Hybrid-zone only,350,2,1,True,False,False
Era 3 full,2021-01-08,Most-common-zone only,350,2,1,True,False,False
Era 3 full,2021-01-08,Pure random,350,1,1,False,False,False
Era 3 full,2021-01-12,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-01-12,Pat-alyzer v2 scored,350,0,1,False,False,False
Era 3 full,2021-01-12,Hybrid-zone only,350,0,1,False,False,False
Era 3 full,2021-01-12,Most-common-zone only,350,0,1,False,False,False
Era 3 full,2021-01-12,Pure random,350,1,1,False,False,False
Era 3 full,2021-01-15,Era 3 diversified random,350,2,2,True,False,True
Era 3 full,2021-01-15,Pat-alyzer v2 scored,350,2,1,True,False,False
Era 3 full,2021-01-15,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2021-01-15,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2021-01-15,Pure random,350,0,1,False,False,False
Era 3 full,2021-01-19,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2021-01-19,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2021-01-19,Hybrid-zone only,350,2,1,True,False,True
Era 3 full,2021-01-19,Most-common-zone only,350,2,1,True,False,True
Era 3 full,2021-01-19,Pure random,350,1,2,False,False,False
Era 3 full,2021-01-22,Era 3 diversified random,350,3,1,True,True,False
Era 3 full,2021-01-22,Pat-alyzer v2 scored,350,2,0,True,False,False
Era 3 full,2021-01-22,Hybrid-zone only,350,2,1,True,False,True
Era 3 full,2021-01-22,Most-common-zone only,350,2,1,True,False,True
Era 3 full,2021-01-22,Pure random,350,2,2,True,False,True
Era 3 full,2021-01-26,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-01-26,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2021-01-26,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2021-01-26,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2021-01-26,Pure random,350,1,1,False,False,False
Era 3 full,2021-01-29,Era 3 diversified random,350,2,1,True,False,True
Era 3 full,2021-01-29,Pat-alyzer v2 scored,350,2,1,True,False,False
Era 3 full,2021-01-29,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2021-01-29,Most-common-zone only,350,2,1,True,False,True
Era 3 full,2021-01-29,Pure random,350,1,1,False,False,False
Era 3 full,2021-02-02,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-02-02,Pat-alyzer v2 scored,350,1,2,False,False,False
Era 3 full,2021-02-02,Hybrid-zone only,350,0,1,False,False,False
Era 3 full,2021-02-02,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2021-02-02,Pure random,350,1,1,False,False,False
Era 3 full,2021-02-05,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2021-02-05,Pat-alyzer v2 scored,350,2,1,True,False,False
Era 3 full,2021-02-05,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2021-02-05,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2021-02-05,Pure random,350,2,2,True,False,True
Era 3 full,2021-02-09,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-02-09,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2021-02-09,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2021-02-09,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2021-02-09,Pure random,350,1,1,False,False,False
Era 3 full,2021-02-12,Era 3 diversified random,350,1,2,False,False,False
Era 3 full,2021-02-12,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2021-02-12,Hybrid-zone only,350,0,1,False,False,False
Era 3 full,2021-02-12,Most-common-zone only,350,0,1,False,False,False
Era 3 full,2021-02-12,Pure random,350,0,1,False,False,False
Era 3 full,2021-02-16,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-02-16,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2021-02-16,Hybrid-zone only,350,2,1,True,False,True
Era 3 full,2021-02-16,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2021-02-16,Pure random,350,2,1,True,False,True
Era 3 full,2021-02-19,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-02-19,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2021-02-19,Hybrid-zone only,350,2,1,True,False,True
Era 3 full,2021-02-19,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2021-02-19,Pure random,350,3,2,True,True,False
Era 3 full,2021-02-23,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-02-23,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2021-02-23,Hybrid-zone only,350,1,2,False,False,False
Era 3 full,2021-02-23,Most-common-zone only,350,1,2,False,False,False
Era 3 full,2021-02-23,Pure random,350,1,1,False,False,False
Era 3 full,2021-02-26,Era 3 diversified random,350,2,1,True,False,True
Era 3 full,2021-02-26,Pat-alyzer v2 scored,350,3,1,True,True,True
Era 3 full,2021-02-26,Hybrid-zone only,350,3,1,True,True,True
Era 3 full,2021-02-26,Most-common-zone only,350,3,1,True,True,True
Era 3 full,2021-02-26,Pure random,350,3,1,True,True,True
Era 3 full,2021-03-02,Era 3 diversified random,350,2,1,True,False,True
Era 3 full,2021-03-02,Pat-alyzer v2 scored,350,2,1,True,False,False
Era 3 full,2021-03-02,Hybrid-zone only,350,3,1,True,True,False
Era 3 full,2021-03-02,Most-common-zone only,350,2,1,True,False,False
Era 3 full,2021-03-02,Pure random,350,2,1,True,False,False
Era 3 full,2021-03-05,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-03-05,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2021-03-05,Hybrid-zone only,350,0,0,False,False,False
Era 3 full,2021-03-05,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2021-03-05,Pure random,350,1,1,False,False,False
Era 3 full,2021-03-09,Era 3 diversified random,350,2,1,True,False,True
Era 3 full,2021-03-09,Pat-alyzer v2 scored,350,2,1,True,False,True
Era 3 full,2021-03-09,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2021-03-09,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2021-03-09,Pure random,350,3,2,True,True,True
Era 3 full,2021-03-12,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-03-12,Pat-alyzer v2 scored,350,1,2,False,False,False
Era 3 full,2021-03-12,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2021-03-12,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2021-03-12,Pure random,350,2,1,True,False,False
Era 3 full,2021-03-16,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-03-16,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2021-03-16,Hybrid-zone only,350,2,1,True,False,True
Era 3 full,2021-03-16,Most-common-zone only,350,2,1,True,False,False
Era 3 full,2021-03-16,Pure random,350,2,1,True,False,False
Era 3 full,2021-03-19,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2021-03-19,Pat-alyzer v2 scored,350,2,1,True,False,False
Era 3 full,2021-03-19,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2021-03-19,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2021-03-19,Pure random,350,2,1,True,False,False
Era 3 full,2021-03-23,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2021-03-23,Pat-alyzer v2 scored,350,0,1,False,False,False
Era 3 full,2021-03-23,Hybrid-zone only,350,0,1,False,False,False
Era 3 full,2021-03-23,Most-common-zone only,350,0,2,False,False,False
Era 3 full,2021-03-23,Pure random,350,1,1,False,False,False
Era 3 full,2021-03-26,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2021-03-26,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2021-03-26,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2021-03-26,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2021-03-26,Pure random,350,1,1,False,False,False
Era 3 full,2021-03-30,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-03-30,Pat-alyzer v2 scored,350,2,1,True,False,False
Era 3 full,2021-03-30,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2021-03-30,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2021-03-30,Pure random,350,1,1,False,False,False
Era 3 full,2021-04-02,Era 3 diversified random,350,2,1,True,False,True
Era 3 full,2021-04-02,Pat-alyzer v2 scored,350,2,1,True,False,False
Era 3 full,2021-04-02,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2021-04-02,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2021-04-02,Pure random,350,2,0,True,False,False
Era 3 full,2021-04-06,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-04-06,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2021-04-06,Hybrid-zone only,350,2,1,True,False,True
Era 3 full,2021-04-06,Most-common-zone only,350,1,0,False,False,False
Era 3 full,2021-04-06,Pure random,350,1,1,False,False,False
Era 3 full,2021-04-09,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-04-09,Pat-alyzer v2 scored,350,2,1,True,False,False
Era 3 full,2021-04-09,Hybrid-zone only,350,2,2,True,False,False
Era 3 full,2021-04-09,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2021-04-09,Pure random,350,1,1,False,False,False
Era 3 full,2021-04-13,Era 3 diversified random,350,2,1,True,False,True
Era 3 full,2021-04-13,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2021-04-13,Hybrid-zone only,350,2,2,True,False,False
Era 3 full,2021-04-13,Most-common-zone only,350,2,1,True,False,True
Era 3 full,2021-04-13,Pure random,350,1,1,False,False,False
Era 3 full,2021-04-16,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-04-16,Pat-alyzer v2 scored,350,0,1,False,False,False
Era 3 full,2021-04-16,Hybrid-zone only,350,0,1,False,False,False
Era 3 full,2021-04-16,Most-common-zone only,350,0,1,False,False,False
Era 3 full,2021-04-16,Pure random,350,1,1,False,False,False
Era 3 full,2021-04-20,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-04-20,Pat-alyzer v2 scored,350,2,1,True,False,True
Era 3 full,2021-04-20,Hybrid-zone only,350,2,1,True,False,True
Era 3 full,2021-04-20,Most-common-zone only,350,2,1,True,False,True
Era 3 full,2021-04-20,Pure random,350,3,1,True,True,True
Era 3 full,2021-04-23,Era 3 diversified random,350,2,1,True,False,True
Era 3 full,2021-04-23,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2021-04-23,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2021-04-23,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2021-04-23,Pure random,350,2,1,True,False,True
Era 3 full,2021-04-27,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-04-27,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2021-04-27,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2021-04-27,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2021-04-27,Pure random,350,2,1,True,False,True
Era 3 full,2021-04-30,Era 3 diversified random,350,1,2,False,False,False
Era 3 full,2021-04-30,Pat-alyzer v2 scored,350,0,2,False,False,False
Era 3 full,2021-04-30,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2021-04-30,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2021-04-30,Pure random,350,1,1,False,False,False
Era 3 full,2021-05-04,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-05-04,Pat-alyzer v2 scored,350,0,1,False,False,False
Era 3 full,2021-05-04,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2021-05-04,Most-common-zone only,350,0,2,False,False,False
Era 3 full,2021-05-04,Pure random,350,1,1,False,False,False
Era 3 full,2021-05-07,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-05-07,Pat-alyzer v2 scored,350,2,1,True,False,True
Era 3 full,2021-05-07,Hybrid-zone only,350,2,2,True,False,False
Era 3 full,2021-05-07,Most-common-zone only,350,2,1,True,False,False
Era 3 full,2021-05-07,Pure random,350,1,1,False,False,False
Era 3 full,2021-05-11,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2021-05-11,Pat-alyzer v2 scored,350,1,2,False,False,False
Era 3 full,2021-05-11,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2021-05-11,Most-common-zone only,350,2,1,True,False,False
Era 3 full,2021-05-11,Pure random,350,1,1,False,False,False
Era 3 full,2021-05-14,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-05-14,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2021-05-14,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2021-05-14,Most-common-zone only,350,2,1,True,False,False
Era 3 full,2021-05-14,Pure random,350,2,0,True,False,False
Era 3 full,2021-05-18,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2021-05-18,Pat-alyzer v2 scored,350,2,2,True,False,True
Era 3 full,2021-05-18,Hybrid-zone only,350,2,0,True,False,False
Era 3 full,2021-05-18,Most-common-zone only,350,2,1,True,False,True
Era 3 full,2021-05-18,Pure random,350,1,1,False,False,False
Era 3 full,2021-05-21,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2021-05-21,Pat-alyzer v2 scored,350,2,1,True,False,True
Era 3 full,2021-05-21,Hybrid-zone only,350,2,1,True,False,False
Era 3 full,2021-05-21,Most-common-zone only,350,2,1,True,False,True
Era 3 full,2021-05-21,Pure random,350,2,1,True,False,False
Era 3 full,2021-05-25,Era 3 diversified random,350,1,2,False,False,False
Era 3 full,2021-05-25,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2021-05-25,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2021-05-25,Most-common-zone only,350,1,2,False,False,False
Era 3 full,2021-05-25,Pure random,350,1,2,False,False,False
Era 3 full,2021-05-28,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-05-28,Pat-alyzer v2 scored,350,0,1,False,False,False
Era 3 full,2021-05-28,Hybrid-zone only,350,0,1,False,False,False
Era 3 full,2021-05-28,Most-common-zone only,350,0,2,False,False,False
Era 3 full,2021-05-28,Pure random,350,2,1,True,False,False
Era 3 full,2021-06-01,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-06-01,Pat-alyzer v2 scored,350,1,1,False,False,False
