window,draw_date,strategy,sample_size,best_main_matches,best_star_matches,hit_2_main_or_better,hit_3_main_or_better,hit_2_main_plus_1_star_or_better
Era 3 full,2021-06-01,Hybrid-zone only,350,0,1,False,False,False
Era 3 full,2021-06-01,Most-common-zone only,350,1,2,False,False,False
Era 3 full,2021-06-01,Pure random,350,2,2,True,False,False
Era 3 full,2021-06-04,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2021-06-04,Pat-alyzer v2 scored,350,3,1,True,True,False
Era 3 full,2021-06-04,Hybrid-zone only,350,2,1,True,False,False
Era 3 full,2021-06-04,Most-common-zone only,350,2,1,True,False,True
Era 3 full,2021-06-04,Pure random,350,2,1,True,False,True
Era 3 full,2021-06-08,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2021-06-08,Pat-alyzer v2 scored,350,0,2,False,False,False
Era 3 full,2021-06-08,Hybrid-zone only,350,0,1,False,False,False
Era 3 full,2021-06-08,Most-common-zone only,350,0,2,False,False,False
Era 3 full,2021-06-08,Pure random,350,1,1,False,False,False
Era 3 full,2021-06-11,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-06-11,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2021-06-11,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2021-06-11,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2021-06-11,Pure random,350,2,1,True,False,False
Era 3 full,2021-06-15,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-06-15,Pat-alyzer v2 scored,350,0,1,False,False,False
Era 3 full,2021-06-15,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2021-06-15,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2021-06-15,Pure random,350,2,1,True,False,False
Era 3 full,2021-06-18,Era 3 diversified random,350,1,2,False,False,False
Era 3 full,2021-06-18,Pat-alyzer v2 scored,350,2,1,True,False,True
Era 3 full,2021-06-18,Hybrid-zone only,350,2,1,True,False,False
Era 3 full,2021-06-18,Most-common-zone only,350,2,1,True,False,True
Era 3 full,2021-06-18,Pure random,350,2,1,True,False,False
Era 3 full,2021-06-22,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-06-22,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2021-06-22,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2021-06-22,Most-common-zone only,350,1,2,False,False,False
Era 3 full,2021-06-22,Pure random,350,2,1,True,False,False
Era 3 full,2021-06-25,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-06-25,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2021-06-25,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2021-06-25,Most-common-zone only,350,1,0,False,False,False
Era 3 full,2021-06-25,Pure random,350,1,1,False,False,False
Era 3 full,2021-06-29,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-06-29,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2021-06-29,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2021-06-29,Most-common-zone only,350,2,1,True,False,False
Era 3 full,2021-06-29,Pure random,350,2,1,True,False,False
Era 3 full,2021-07-02,Era 3 diversified random,350,3,1,True,True,False
Era 3 full,2021-07-02,Pat-alyzer v2 scored,350,3,1,True,True,False
Era 3 full,2021-07-02,Hybrid-zone only,350,2,1,True,False,False
Era 3 full,2021-07-02,Most-common-zone only,350,3,1,True,True,True
Era 3 full,2021-07-02,Pure random,350,2,1,True,False,False
Era 3 full,2021-07-06,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2021-07-06,Pat-alyzer v2 scored,350,2,1,True,False,False
Era 3 full,2021-07-06,Hybrid-zone only,350,2,1,True,False,True
Era 3 full,2021-07-06,Most-common-zone only,350,1,2,False,False,False
Era 3 full,2021-07-06,Pure random,350,1,1,False,False,False
Era 3 full,2021-07-09,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-07-09,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2021-07-09,Hybrid-zone only,350,2,1,True,False,True
Era 3 full,2021-07-09,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2021-07-09,Pure random,350,1,1,False,False,False
Era 3 full,2021-07-13,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-07-13,Pat-alyzer v2 scored,350,2,1,True,False,False
Era 3 full,2021-07-13,Hybrid-zone only,350,2,1,True,False,True
Era 3 full,2021-07-13,Most-common-zone only,350,2,2,True,False,False
Era 3 full,2021-07-13,Pure random,350,2,0,True,False,False
Era 3 full,2021-07-16,Era 3 diversified random,350,2,1,True,False,True
Era 3 full,2021-07-16,Pat-alyzer v2 scored,350,2,1,True,False,True
Era 3 full,2021-07-16,Hybrid-zone only,350,2,1,True,False,True
Era 3 full,2021-07-16,Most-common-zone only,350,2,1,True,False,False
Era 3 full,2021-07-16,Pure random,350,1,1,False,False,False
Era 3 full,2021-07-20,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-07-20,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2021-07-20,Hybrid-zone only,350,1,0,False,False,False
Era 3 full,2021-07-20,Most-common-zone only,350,0,1,False,False,False
Era 3 full,2021-07-20,Pure random,350,2,1,True,False,False
Era 3 full,2021-07-23,Era 3 diversified random,350,2,1,True,False,True
Era 3 full,2021-07-23,Pat-alyzer v2 scored,350,2,1,True,False,True
Era 3 full,2021-07-23,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2021-07-23,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2021-07-23,Pure random,350,1,2,False,False,False
Era 3 full,2021-07-27,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-07-27,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2021-07-27,Hybrid-zone only,350,2,2,True,False,False
Era 3 full,2021-07-27,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2021-07-27,Pure random,350,2,1,True,False,True
Era 3 full,2021-07-30,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-07-30,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2021-07-30,Hybrid-zone only,350,2,1,True,False,True
Era 3 full,2021-07-30,Most-common-zone only,350,2,1,True,False,False
Era 3 full,2021-07-30,Pure random,350,1,0,False,False,False
Era 3 full,2021-08-03,Era 3 diversified random,350,2,2,True,False,True
Era 3 full,2021-08-03,Pat-alyzer v2 scored,350,3,1,True,True,False
Era 3 full,2021-08-03,Hybrid-zone only,350,2,2,True,False,True
Era 3 full,2021-08-03,Most-common-zone only,350,2,1,True,False,False
Era 3 full,2021-08-03,Pure random,350,2,1,True,False,False
Era 3 full,2021-08-06,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-08-06,Pat-alyzer v2 scored,350,1,2,False,False,False
Era 3 full,2021-08-06,Hybrid-zone only,350,2,1,True,False,True
Era 3 full,2021-08-06,Most-common-zone only,350,2,1,True,False,True
Era 3 full,2021-08-06,Pure random,350,2,1,True,False,False
Era 3 full,2021-08-10,Era 3 diversified random,350,1,0,False,False,False
Era 3 full,2021-08-10,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2021-08-10,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2021-08-10,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2021-08-10,Pure random,350,1,1,False,False,False
Era 3 full,2021-08-13,Era 3 diversified random,350,2,2,True,False,True
Era 3 full,2021-08-13,Pat-alyzer v2 scored,350,0,2,False,False,False
Era 3 full,2021-08-13,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2021-08-13,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2021-08-13,Pure random,350,1,2,False,False,False
Era 3 full,2021-08-17,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-08-17,Pat-alyzer v2 scored,350,0,1,False,False,False
Era 3 full,2021-08-17,Hybrid-zone only,350,1,2,False,False,False
Era 3 full,2021-08-17,Most-common-zone only,350,1,2,False,False,False
Era 3 full,2021-08-17,Pure random,350,1,1,False,False,False
Era 3 full,2021-08-20,Era 3 diversified random,350,1,0,False,False,False
Era 3 full,2021-08-20,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2021-08-20,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2021-08-20,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2021-08-20,Pure random,350,1,1,False,False,False
Era 3 full,2021-08-24,Era 3 diversified random,350,2,1,True,False,True
Era 3 full,2021-08-24,Pat-alyzer v2 scored,350,2,2,True,False,True
Era 3 full,2021-08-24,Hybrid-zone only,350,2,1,True,False,False
Era 3 full,2021-08-24,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2021-08-24,Pure random,350,1,1,False,False,False
Era 3 full,2021-08-27,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-08-27,Pat-alyzer v2 scored,350,2,1,True,False,False
Era 3 full,2021-08-27,Hybrid-zone only,350,2,2,True,False,False
Era 3 full,2021-08-27,Most-common-zone only,350,2,1,True,False,False
Era 3 full,2021-08-27,Pure random,350,1,1,False,False,False
Era 3 full,2021-08-31,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2021-08-31,Pat-alyzer v2 scored,350,2,1,True,False,True
Era 3 full,2021-08-31,Hybrid-zone only,350,2,1,True,False,False
Era 3 full,2021-08-31,Most-common-zone only,350,2,1,True,False,True
Era 3 full,2021-08-31,Pure random,350,2,1,True,False,True
Era 3 full,2021-09-03,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-09-03,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2021-09-03,Hybrid-zone only,350,2,0,True,False,False
Era 3 full,2021-09-03,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2021-09-03,Pure random,350,1,1,False,False,False
Era 3 full,2021-09-07,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-09-07,Pat-alyzer v2 scored,350,2,1,True,False,False
Era 3 full,2021-09-07,Hybrid-zone only,350,2,1,True,False,True
Era 3 full,2021-09-07,Most-common-zone only,350,2,1,True,False,False
Era 3 full,2021-09-07,Pure random,350,1,1,False,False,False
Era 3 full,2021-09-10,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2021-09-10,Pat-alyzer v2 scored,350,2,1,True,False,False
Era 3 full,2021-09-10,Hybrid-zone only,350,3,1,True,True,True
Era 3 full,2021-09-10,Most-common-zone only,350,3,1,True,True,True
Era 3 full,2021-09-10,Pure random,350,2,1,True,False,False
Era 3 full,2021-09-14,Era 3 diversified random,350,1,2,False,False,False
Era 3 full,2021-09-14,Pat-alyzer v2 scored,350,0,1,False,False,False
Era 3 full,2021-09-14,Hybrid-zone only,350,0,1,False,False,False
Era 3 full,2021-09-14,Most-common-zone only,350,0,1,False,False,False
Era 3 full,2021-09-14,Pure random,350,2,1,True,False,False
Era 3 full,2021-09-17,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2021-09-17,Pat-alyzer v2 scored,350,2,1,True,False,False
Era 3 full,2021-09-17,Hybrid-zone only,350,2,1,True,False,True
Era 3 full,2021-09-17,Most-common-zone only,350,2,1,True,False,True
Era 3 full,2021-09-17,Pure random,350,2,1,True,False,False
Era 3 full,2021-09-21,Era 3 diversified random,350,1,2,False,False,False
Era 3 full,2021-09-21,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2021-09-21,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2021-09-21,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2021-09-21,Pure random,350,2,1,True,False,False
Era 3 full,2021-09-24,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-09-24,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2021-09-24,Hybrid-zone only,350,0,1,False,False,False
Era 3 full,2021-09-24,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2021-09-24,Pure random,350,1,1,False,False,False
Era 3 full,2021-09-28,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2021-09-28,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2021-09-28,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2021-09-28,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2021-09-28,Pure random,350,2,1,True,False,False
Era 3 full,2021-10-01,Era 3 diversified random,350,2,1,True,False,True
Era 3 full,2021-10-01,Pat-alyzer v2 scored,350,2,1,True,False,False
Era 3 full,2021-10-01,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2021-10-01,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2021-10-01,Pure random,350,1,1,False,False,False
Era 3 full,2021-10-05,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2021-10-05,Pat-alyzer v2 scored,350,2,2,True,False,True
Era 3 full,2021-10-05,Hybrid-zone only,350,2,1,True,False,True
Era 3 full,2021-10-05,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2021-10-05,Pure random,350,2,1,True,False,False
Era 3 full,2021-10-08,Era 3 diversified random,350,3,1,True,True,True
Era 3 full,2021-10-08,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2021-10-08,Hybrid-zone only,350,0,1,False,False,False
Era 3 full,2021-10-08,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2021-10-08,Pure random,350,1,2,False,False,False
Era 3 full,2021-10-12,Era 3 diversified random,350,3,1,True,True,True
Era 3 full,2021-10-12,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2021-10-12,Hybrid-zone only,350,1,2,False,False,False
Era 3 full,2021-10-12,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2021-10-12,Pure random,350,3,1,True,True,True
Era 3 full,2021-10-15,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-10-15,Pat-alyzer v2 scored,350,2,1,True,False,True
Era 3 full,2021-10-15,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2021-10-15,Most-common-zone only,350,2,2,True,False,True
Era 3 full,2021-10-15,Pure random,350,2,2,True,False,False
Era 3 full,2021-10-19,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2021-10-19,Pat-alyzer v2 scored,350,2,1,True,False,True
Era 3 full,2021-10-19,Hybrid-zone only,350,2,1,True,False,True
Era 3 full,2021-10-19,Most-common-zone only,350,2,1,True,False,False
Era 3 full,2021-10-19,Pure random,350,2,1,True,False,True
Era 3 full,2021-10-22,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-10-22,Pat-alyzer v2 scored,350,1,2,False,False,False
Era 3 full,2021-10-22,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2021-10-22,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2021-10-22,Pure random,350,1,1,False,False,False
Era 3 full,2021-10-26,Era 3 diversified random,350,1,0,False,False,False
Era 3 full,2021-10-26,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2021-10-26,Hybrid-zone only,350,0,1,False,False,False
Era 3 full,2021-10-26,Most-common-zone only,350,0,1,False,False,False
Era 3 full,2021-10-26,Pure random,350,1,1,False,False,False
Era 3 full,2021-10-29,Era 3 diversified random,350,1,2,False,False,False
Era 3 full,2021-10-29,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2021-10-29,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2021-10-29,Most-common-zone only,350,2,1,True,False,False
Era 3 full,2021-10-29,Pure random,350,1,1,False,False,False
Era 3 full,2021-11-02,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-11-02,Pat-alyzer v2 scored,350,2,1,True,False,True
Era 3 full,2021-11-02,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2021-11-02,Most-common-zone only,350,2,2,True,False,False
Era 3 full,2021-11-02,Pure random,350,1,1,False,False,False
Era 3 full,2021-11-05,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-11-05,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2021-11-05,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2021-11-05,Most-common-zone only,350,1,2,False,False,False
Era 3 full,2021-11-05,Pure random,350,1,1,False,False,False
Era 3 full,2021-11-09,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-11-09,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2021-11-09,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2021-11-09,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2021-11-09,Pure random,350,1,1,False,False,False
Era 3 full,2021-11-12,Era 3 diversified random,350,2,2,True,False,False
Era 3 full,2021-11-12,Pat-alyzer v2 scored,350,2,1,True,False,False
Era 3 full,2021-11-12,Hybrid-zone only,350,2,1,True,False,True
Era 3 full,2021-11-12,Most-common-zone only,350,2,1,True,False,False
Era 3 full,2021-11-12,Pure random,350,2,1,True,False,False
Era 3 full,2021-11-16,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2021-11-16,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2021-11-16,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2021-11-16,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2021-11-16,Pure random,350,1,1,False,False,False
Era 3 full,2021-11-19,Era 3 diversified random,350,2,1,True,False,True
Era 3 full,2021-11-19,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2021-11-19,Hybrid-zone only,350,2,1,True,False,False
Era 3 full,2021-11-19,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2021-11-19,Pure random,350,1,1,False,False,False
Era 3 full,2021-11-23,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-11-23,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2021-11-23,Hybrid-zone only,350,0,1,False,False,False
Era 3 full,2021-11-23,Most-common-zone only,350,0,2,False,False,False
Era 3 full,2021-11-23,Pure random,350,2,1,True,False,False
Era 3 full,2021-11-26,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2021-11-26,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2021-11-26,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2021-11-26,Most-common-zone only,350,2,1,True,False,True
Era 3 full,2021-11-26,Pure random,350,1,1,False,False,False
Era 3 full,2021-11-30,Era 3 diversified random,350,2,1,True,False,True
Era 3 full,2021-11-30,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2021-11-30,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2021-11-30,Most-common-zone only,350,1,2,False,False,False
Era 3 full,2021-11-30,Pure random,350,3,1,True,True,False
Era 3 full,2021-12-03,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2021-12-03,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2021-12-03,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2021-12-03,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2021-12-03,Pure random,350,2,1,True,False,False
Era 3 full,2021-12-07,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2021-12-07,Pat-alyzer v2 scored,350,0,1,False,False,False
Era 3 full,2021-12-07,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2021-12-07,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2021-12-07,Pure random,350,2,1,True,False,False
Era 3 full,2021-12-10,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2021-12-10,Pat-alyzer v2 scored,350,3,1,True,True,False
Era 3 full,2021-12-10,Hybrid-zone only,350,2,1,True,False,False
Era 3 full,2021-12-10,Most-common-zone only,350,1,2,False,False,False
Era 3 full,2021-12-10,Pure random,350,3,1,True,True,False
Era 3 full,2021-12-14,Era 3 diversified random,350,2,1,True,False,True
Era 3 full,2021-12-14,Pat-alyzer v2 scored,350,2,1,True,False,True
Era 3 full,2021-12-14,Hybrid-zone only,350,2,0,True,False,False
Era 3 full,2021-12-14,Most-common-zone only,350,3,1,True,True,True
Era 3 full,2021-12-14,Pure random,350,1,1,False,False,False
Era 3 full,2021-12-17,Era 3 diversified random,350,2,2,True,False,False
